source_id,text,label,prompt_type,word_count,type_count,avg_word_len,type_token_ratio,hapax_ratio,sentence_count,avg_sentence_len_words,std_sentence_len_words,punct_44_per100w,punct_59_per100w,punct_58_per100w,punct_45_per100w,punct_63_per100w,punct_33_per100w,punct_40_per100w,punct_41_per100w,punct_34_per100w,fw_the_per100w,fw_a_per100w,fw_an_per100w,fw_and_per100w,fw_or_per100w,fw_but_per100w,fw_if_per100w,fw_while_per100w,fw_because_per100w,fw_as_per100w,fw_of_per100w,fw_in_per100w,fw_on_per100w,fw_for_per100w,fw_to_per100w,fw_from_per100w,fw_by_per100w,fw_with_per100w,fw_without_per100w,fw_about_per100w,fw_at_per100w,fw_into_per100w,fw_through_per100w,fw_between_per100w,fw_among_per100w,fw_is_per100w,fw_are_per100w,fw_was_per100w,fw_were_per100w,fw_be_per100w,fw_been_per100w,fw_being_per100w,fw_that_per100w,fw_this_per100w,fw_these_per100w,fw_those_per100w,fw_it_per100w,fw_its_per100w,fw_their_per100w,fw_there_per100w,fw_which_per100w,fw_who_per100w,fw_whom_per100w,fw_whose_per100w,fw_not_per100w,fw_no_per100w,fw_can_per100w,fw_could_per100w,fw_may_per100w,fw_might_per100w,fw_must_per100w,fw_should_per100w,fw_would_per100w,hedge_per100w,citation_year_per100w,et_al_per100w
2-s2.0-105027458145,"Effective aircraft maintenance is crucial in ensuring safety, reliability, and cost-effectiveness in the aviation industry. Recent research and industry developments in artificial intelligence (AI) raise the potential to transform various aspects of aircraft maintenance, including predictive maintenance, fault diagnosis, and aircraft health monitoring and management. This paper presents a systematic literature review of AI technologies such as Automated Reasoning and Deep Learning in aircraft maintenance, highlighting its challenges and prospects. An extensive literature search resulted in a final dataset of 696 publications, covering the 40-years period from 1984 till 2024 and describing AI applications in airworthiness management, aircraft health monitoring, and maintenance, repair, and overhaul operations. These publications were analyzed to identify key AI technologies and related aircraft maintenance processes, identifying trends, popular research venues, and underexplored areas. The review concludes with insights into AI adoption in aircraft maintenance and its potential implications for researchers, practitioners, educators, and other stakeholders. © 2026, Prognostics and Health Management Society. All rights reserved.",human,human,156.0,101.0,6.653846153846154,0.6474358974358975,0.5192307692307693,8.0,19.5,10.18577439373168,11.538461538461538,0.0,0.0,1.2820512820512822,0.0,0.0,0.6410256410256411,0.6410256410256411,0.0,2.5641025641025643,1.2820512820512822,0.6410256410256411,8.974358974358974,0.0,0.0,0.0,0.0,0.0,0.6410256410256411,1.9230769230769231,4.487179487179487,0.0,0.6410256410256411,1.2820512820512822,0.6410256410256411,0.0,0.6410256410256411,0.0,0.0,0.0,0.6410256410256411,0.0,0.0,0.0,0.6410256410256411,0.0,0.0,0.6410256410256411,0.0,0.0,0.0,0.0,0.6410256410256411,0.6410256410256411,0.0,0.0,1.2820512820512822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2-s2.0-105028211049,"As the popularity and accessibility of artificial intelligence (AI) in learning continue to rise, online education has increasingly incorporated AI. It is imperative to investigate how AI in the scholarly community supports the learning of autonomous students. This scoping review investigated articles that employed AI in discussion forums. The objective of this study is to develop a summary that denotes the effective integration of AI in discussion forums, thereby characterizing the overall learning experience. In accordance with the search, appraisal, synthesis, and analysis (SALSA) framework, the preferred reporting items for systematic reviews and meta-analyses (PRISMA) flow diagram was employed to design the article screening and selection process. Scopus was utilized for the literature search, resulting in the identification of twelve articles that met the predetermined inclusion and exclusion criteria. The extracted articles covered the following six applications: intelligent tutoring systems, AI-assisted apps, chatbots, automatic formative assessment, AI teaching assistants, and AI-assisted lifelong learning assistants. Three types of man-machine partnerships related to the activities are discussed: student-AI partnerships, student-AI-student partnerships, and student-AI-teacher partnerships, the latter being the most commonly observed. The generated content was frequently processed through teacher adjustments and checks. Components of community of inquiry theory were adapted as indicators. Cognitive presence was observed to be more predominant than social presence, with a particular emphasis on individual learning achievements. Three distinct perspectives regarding the role of AI in learning were identified. The first perspective posited that AI functioned as a virtual teacher, supplementing the teaching functions of human teachers and delivering information to students. In the second perspective, AI facilitated students in collecting information by enabling interactions with messages or peers. In the third perspective, the significance of the automatic evaluation function, which assessed learning activities and provided feedback to enhance the system while simultaneously implementing immediate changes in the learning process, was acknowledged. Regarding the role of communication, teachers clearly intended for students to acquire knowledge through it. Despite the focus on assisting individual learners, each article encompassed references from a wide range of fields and exhibited substantial diversity overall. Consequently, the domain of discussion forums with AI was depicted through the complex interplay between technology, pedagogy, and the learning environment. This context is known as entangled pedagogies, which emphasize understanding the interconnections among these elements and their reciprocal influences. In summary, AI was predominantly utilized in the form of chatbots and GenAI in discussion forums. Emerging AI roles included virtual teachers, peer/message matching, and automated evaluation. Aggregated information was presented in a manner that supported student learning. AI also served as a conduit between students and teachers. © The Authors.",human,human,441.0,244.0,6.156462585034014,0.5532879818594104,0.4331065759637188,24.0,18.375,7.857122564908861,6.802721088435374,0.0,0.45351473922902497,2.0408163265306123,0.0,0.0,0.6802721088435374,0.6802721088435374,0.0,7.936507936507937,1.3605442176870748,0.0,3.6281179138321997,0.22675736961451248,0.0,0.0,0.22675736961451248,0.0,1.1337868480725624,3.401360544217687,3.401360544217687,0.45351473922902497,0.6802721088435374,2.0408163265306123,0.22675736961451248,0.22675736961451248,0.9070294784580499,0.0,0.0,0.0,0.0,0.6802721088435374,0.45351473922902497,0.22675736961451248,0.6802721088435374,0.22675736961451248,1.8140589569160999,0.45351473922902497,0.22675736961451248,0.0,0.22675736961451248,1.1337868480725624,0.6802721088435374,0.22675736961451248,0.0,0.45351473922902497,0.0,0.22675736961451248,0.0,0.45351473922902497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2-s2.0-105025992333,"This study addresses the critical challenge of transforming traditional reactive maintenance approaches within infrastructure and facilities management into proactive, data-driven strategies leveraging advancements in artificial intelligence. Conventional maintenance, often reliant on fixed schedules or post-failure interventions, falls short in mitigating unexpected downtimes and escalating costs. To overcome these limitations, this research deploys multiple machine learning algorithms, namely, K-Nearest Neighbors (KNN), Support Vector Classifier (SVC), Random Forest Classifier (RFC), and Extreme Gradient Boosting (XGBoost), applied to a comprehensive synthetic predictive maintenance dataset. This dataset encapsulates key operational metrics including temperature, torque, rotational speed, and tool wear across diverse failure modes. The comparative analysis reveals that XGBoost substantially outperforms alternative models, achieving a remarkable accuracy of 98.9% in multiclass failure prediction, supported by an AUC nearing 1.0 and F1 scores above 0.98 in both validation and test sets. RFC and SVC closely follow, each delivering precision and recall rates exceeding 95%. Notably, KNN provides rapid inference, facilitating real-time applications despite slightly lower accuracy metrics (~96.6%). Advanced preprocessing techniques, such as feature scaling, label encoding, and synthetic minority oversampling (SMOTE), enhanced model robustness amid inherent class imbalances. Critical features, including torque and tool wear, exhibited pronounced predictive importance, aligning with known mechanical failure signatures. The findings underscore AI’s potential to revolutionize maintenance by offering granular failure diagnostics and enabling timely interventions, thus significantly reducing operational costs and preventing catastrophic infrastructure failures. This research advances the state-of-the-art by integrating interpretability, cross-model benchmarking, and practical scalability considerations, positioning AI-driven predictive maintenance as a cornerstone of modern infrastructure resilience and sustainability. © 2025 Seaam Bin Masud et al.",human,human,265.0,199.0,6.8830188679245285,0.7509433962264151,0.6226415094339622,16.0,16.5625,10.289367995654544,10.943396226415095,0.0,0.0,3.3962264150943398,0.0,0.0,2.2641509433962264,2.2641509433962264,0.0,1.8867924528301887,1.1320754716981132,0.37735849056603776,5.283018867924528,0.37735849056603776,0.0,0.0,0.0,0.0,0.7547169811320755,1.509433962264151,1.509433962264151,0.37735849056603776,0.0,1.1320754716981132,0.0,1.1320754716981132,0.37735849056603776,0.0,0.0,0.0,0.37735849056603776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37735849056603776,1.509433962264151,0.37735849056603776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2-s2.0-105029693998,"This study presents a comprehensive evaluation of machine learning (ML) methods for the early detection of depression in Arabic tweets, addressing critical gaps in mental health informatics for Arabic-speaking populations. We introduce the ArabMindGuard (AMG) dataset, which comprises 3083 expertly annotated tweets from Saudi Arabia, and perform systematic comparisons across five datasets that encompass multiple Arabic dialects, including Saudi, Jordanian, and Modern Standard Arabic (MSA). Our research employs a rigorous evaluation framework, incorporating multiple performance metrics such as precision, recall, F1-score, and statistical significance testing. Leveraging advanced Arabic-specific natural language processing (NLP) techniques–including Term Frequency-Inverse Document Frequency (TF-IDF), N-gram analysis, and CAMeL tools–we assess the performance of nine machine learning classifiers with statistical rigor. The results show that ensemble methods and Support Vector Machines (SVM) consistently outperform other approaches, achieving F1-scores ranging from 0.82 to 0.95 across the datasets. These findings highlight the significant role of dialectal variation in depression detection and provide foundational baseline metrics for future deep learning applications. Overall, this study makes a valuable contribution to culturally responsive digital mental health interventions in the Arab world and establishes methodological benchmarks for Arabic mental health text analysis. © The Author(s) 2026.",human,human,198.0,140.0,6.3686868686868685,0.7070707070707071,0.5404040404040404,10.0,19.8,12.448293055676348,7.070707070707071,0.0,0.0,3.5353535353535355,0.0,0.0,3.5353535353535355,3.5353535353535355,0.0,4.040404040404041,1.5151515151515151,0.0,3.5353535353535355,0.0,0.0,0.0,0.0,0.0,0.5050505050505051,2.0202020202020203,2.0202020202020203,0.0,2.0202020202020203,1.0101010101010102,1.0101010101010102,0.0,0.5050505050505051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0101010101010102,1.0101010101010102,0.5050505050505051,0.0,0.0,0.0,0.0,0.0,0.5050505050505051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2-s2.0-105029692411,"Voting is fundamental to exercising civic rights, and its proper administration is critical for ensuring trust in the democratic process. As the size of the voting population increases, and the on-time pronouncement of victors becomes essential, electronic voting machines and systems have emerged as crucial components of election administration. Existing security methods, such as centralized server-based authentication or traditional public-key cryptography, often suffer from major limitations, including single points of failure (SPOF) and poor scalability. Blockchain systems that rely on Proof of Work (PoW) or Proof of Stake (PoS) also introduce their own problems, such as lower throughput, high energy consumption, and increasing vulnerability to emerging post-quantum attacks. However, recent confusion and misinformation campaigns over fraudulent voting and improper counting in the USA and elsewhere point to the potential chaos that could ensue and how citizens’ privacy could be threatened. In this paper, we propose a novel blockchain-based hybrid consensus voting mechanism called the Post Quantum Secured Hierarchical Authoritative Consensus (PQSHAC), to improve privacy and trust in contemporary systems to improve dependability. The optimized sharding protocol we introduce utilizes the inherently distributed nature of election data to help reduce skewness and increase the cohesion of individual shards. We prevent extraneous voting and ensure voter privacy using a novel token generation protocol. The experiments demonstrate that PQSHAC achieves a throughput of ≈106blocks/s with a block generation time of 28 s for 3000 blocks using a 5-shard configuration. Additionally, the proposed modular ledger architecture reduces storage requirements by approximately 60% compared to non-modular approaches, while maintaining robust security against quantum computing attacks via Dilithium-3 integration. This findings demonstrate PQSHAC’s strengths over its competitors. © The Author(s), under exclusive licence to Springer-Verlag London Ltd., part of Springer Nature 2026.",human,human,291.0,189.0,5.962199312714777,0.6494845360824743,0.4879725085910653,13.0,22.384615384615383,9.539702152570767,5.498281786941581,0.0,0.0,3.0927835051546393,0.0,0.0,1.7182130584192439,1.7182130584192439,0.0,4.4673539518900345,1.7182130584192439,0.0,4.123711340206185,0.6872852233676976,0.0,0.0,0.3436426116838488,0.0,1.3745704467353952,3.7800687285223367,1.3745704467353952,0.6872852233676976,0.6872852233676976,2.7491408934707904,0.3436426116838488,0.3436426116838488,0.3436426116838488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6872852233676976,0.0,0.0,0.0,0.3436426116838488,0.0,0.0,1.0309278350515463,0.6872852233676976,0.0,0.0,0.0,0.6872852233676976,0.3436426116838488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6872852233676976,0.0,0.0,0.0,0.0,0.0,1.0309278350515463,0.0,0.0
2-s2.0-105029674177,"Transverse cracking is a major distress mechanism in Continuously Reinforced Concrete Pavement (CRCP), affecting ride smoothness, service life, and maintenance strategies. This research introduces a hybrid predictive framework that couples Particle Swarm Optimization (PSO) with Gradient Boosting Machine (GBM) to enhance the accuracy of transverse crack prediction in CRCP. The analysis utilized 395 records from 33 pavement sections obtained from the Long-Term Pavement Performance (LTPP) program, encompassing structural, environmental, traffic, and performance-related parameters. PSO was applied to fine-tune critical GBM hyperparameters, namely the number of iterations, learning rate, and tree depth. The optimized PSO–GBM model demonstrated excellent performance, yielding an average RMSE of 1.62 and an R2 of 0.99 under 5-fold cross-validation, surpassing benchmark models such as conventional GBM, Random Forest, Support Vector Regression (SVR), Artificial Neural Networks (ANN), and Linear Regression. Sensitivity analysis revealed that L3 thickness, L4 thickness, and Annual Average Daily Traffic (AADT) were the most significant contributors, consistent with engineering knowledge of crack development. Validation through residual distribution and equality line plots confirmed the robustness and stability of the proposed approach across varying severity levels. © The Author(s) 2026.",human,human,183.0,137.0,6.256830601092896,0.7486338797814208,0.6174863387978142,10.0,18.3,8.36719785830358,10.382513661202186,0.0,0.0,2.73224043715847,0.0,0.0,4.371584699453552,4.371584699453552,0.0,4.918032786885246,1.092896174863388,1.092896174863388,4.371584699453552,0.0,0.0,0.0,0.0,0.0,0.546448087431694,3.278688524590164,1.092896174863388,0.0,0.0,1.092896174863388,1.092896174863388,0.0,1.092896174863388,0.0,0.0,0.0,0.0,0.546448087431694,0.0,0.0,0.546448087431694,0.0,0.546448087431694,0.546448087431694,0.0,0.0,0.0,1.092896174863388,0.546448087431694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2-s2.0-105029655752,"In today’s increasingly rich digital information, how to effectively identify and prevent the spread of fake news has become an urgent problem that needs to be solved. Therefore, artificial intelligence technology has been introduced to detect genuine and fake news. In this regard, an improved convolutional neural network model has been developed and used for news authenticity recognition. The research results indicated that the model adopted deep learning technology, and after optimization and improvement, it has significantly improved its performance in identifying genuine and fake news. Under the same training conditions, the improved convolutional neural network model showed the highest recognition rate. Especially after 50 iterations, its accuracy reached 96.97%, far exceeding the model based on random deactivation techniques in convolutional neural networks, which had an accuracy of only 89.68% under the same number of iterations. In testing different datasets, this improved network model also demonstrated its superiority. On the FakeNewsNet dataset, the normalized mutual information of this model was 84.82%, which was 5.05% and 10.25% higher than traditional methods and methods based on random inactivation techniques, respectively. On the LIAR dataset, its adjusted Rand index reached 87.32%. The contribution of this study lies in utilizing artificial intelligence technology, particularly improved convolutional neural network models, to effectively identify and prevent fake news. This has significant practical implications for the information security of society, the protection of the public’s right to know, and the dissemination of truthful and accurate news. © The Author(s) 2026.",human,human,237.0,124.0,5.89873417721519,0.5232067510548524,0.34177215189873417,18.0,13.166666666666666,9.17877987534291,7.594936708860759,0.0,0.0,0.0,0.0,0.0,0.4219409282700422,0.4219409282700422,0.0,7.172995780590718,0.0,1.2658227848101267,4.641350210970464,0.0,0.0,0.0,0.0,0.0,0.0,3.3755274261603376,2.5316455696202533,1.6877637130801688,0.8438818565400844,2.109704641350211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8438818565400844,0.0,0.4219409282700422,0.8438818565400844,0.0,0.8438818565400844,2.109704641350211,0.0,0.0,0.4219409282700422,1.6877637130801688,0.0,0.0,0.8438818565400844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2-s2.0-105029655497,"The advanced hybrid approach to classify weld bead defects in a Gas Metal Arc Welding (GMAW) process of robotic welding is proposed in this work, contributing to the growing field of intelligent manufacturing and quality control in industrial automation. To precisely categorize six types of weld bead defects such as lack of fusion, burn-through, misalignment, lack of penetration, contamination, and good weld (no defect), a hybrid machine learning approach that combines Convolutional Neural Networks (CNN) and Vision Transformers (ViT) is utilized. The hybrid model leverages the complementary advantages of CNN for the extraction of localized features and ViT for global contextual awareness, resulting in superior classification performance compared to traditional architectures such as ResNet and conventional CNN models. The performance evaluation of proposed model demonstrates the model's robustness and reliability in diverse operational scenarios. The findings highlight the potential of integrating hybrid deep learning models into industrial automation systems to enhance weld bead defect detection to reduce operational inefficiencies and ensure consistent weld quality in manufacturing process. © The Author(s) 2025.",human,human,171.0,105.0,6.035087719298246,0.6140350877192983,0.4327485380116959,6.0,28.5,14.256577429383253,4.678362573099415,0.0,0.0,0.5847953216374269,0.0,0.0,2.9239766081871346,2.9239766081871346,0.0,5.847953216374269,1.1695906432748537,0.0,4.093567251461988,0.0,0.0,0.0,0.0,0.0,1.1695906432748537,5.2631578947368425,3.508771929824561,0.0,1.1695906432748537,3.508771929824561,0.0,0.0,0.0,0.0,0.0,0.0,0.5847953216374269,0.5847953216374269,0.0,0.0,1.1695906432748537,0.0,0.0,0.0,0.0,0.0,0.0,0.5847953216374269,0.5847953216374269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5847953216374269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2-s2.0-105029636887,"This paper presents a hybrid sentiment analysis framework tailored for the Greek language, combining a novel lexicon construction methodology with an Active Learning (AL) strategy to enhance performance and minimize annotation effort. A domain-specific lexicon was developed using two original metrics—Score<inf>w</inf>, capturing the sentiment polarity of words, and Weight<inf>w</inf>, reflecting their combined emotional and statistical importance. These metrics enabled the transformation of tweet-level annotations into semantically rich word-level representations. To evaluate the framework, four classification models (Naïve Bayes, Logistic Regression, SVM, and Decision Trees) were trained with and without lexicon-derived features. The results showed substantial improvements in accuracy and F1-score when incorporating the lexicon, especially for Logistic Regression and Decision Tree models. Furthermore, a dynamic Active Learning approach was employed, where the lexicon was reconstructed in each cycle using the evolving labeled dataset. This strategy achieved the same levels of accuracy and Macro F1-score, as with full-supervision framework, while using only 30% of the data. The findings demonstrate the efficacy of combining lexicon enhancement with uncertainty-based sampling, offering a cost-effective and scalable solution for sentiment analysis in low-resource languages such as Greek. © The Author(s) 2025.",human,human,202.0,131.0,5.856435643564357,0.6485148514851485,0.4900990099009901,9.0,22.444444444444443,8.680899993166493,6.930693069306931,0.0,0.0,4.9504950495049505,0.0,0.0,1.4851485148514851,1.4851485148514851,0.0,6.435643564356436,2.4752475247524752,0.49504950495049505,4.455445544554456,0.0,0.0,0.0,0.49504950495049505,0.0,0.9900990099009901,2.4752475247524752,1.4851485148514851,0.0,1.4851485148514851,0.9900990099009901,0.0,0.0,1.9801980198019802,0.49504950495049505,0.0,0.0,0.49504950495049505,0.0,0.0,0.0,0.0,0.0,1.4851485148514851,0.49504950495049505,0.0,0.0,0.0,0.0,0.9900990099009901,0.49504950495049505,0.0,0.0,0.0,0.49504950495049505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2-s2.0-105029619980,"We propose that word embeddings of atoms derived from scientific literature are revisited as autonomous machine learning predictors in materials design. If static word embeddings encode comprehensive physicochemical information, joined embeddings of chemical elements constituting a chemical compound represent a viable source of physicochemical knowledge. Nevertheless, static word embeddings are susceptible to variability due to information heterogeneity within training material. We analysed whether variability occurs in embeddings affiliated with physicochemical entities, including explicit atoms, and whether it affects therein-encoded domain-specialized information or inhibits the information transfer. Results demonstrate the substantial variability in individual atomic embeddings, which is highly dependent on vocabulary terms selected for language modelling. Regardless, variability does not obstruct the mapping of materials' composite predictors into physicochemical properties when joined atomic embeddings are implemented within a regression model estimating the compound stability by predicting its formation energy. Moreover, the encoded information and the model's predictive performance maintained stability following compound vector calibration via dimensional reduction. Scientific contribution The magnitude of variability in word embeddings of physicochemical entities, including chemical elements, occurring due to information heterogeneity in complementary training material of materials science, chemistry, and physics scientific literature was observed and quantified. The research shows that notable variability of vectorial representations of chemical elements does not obstruct the underlying statistical properties, nor does it inhibit the information transfer. Accordingly, regardless of their origin, conjoined atomic embeddings representing chemical compounds facilitate stable predictive performance when implemented within a regression model. © The Author(s) 2026.",human,human,245.0,140.0,7.040816326530612,0.5714285714285714,0.37551020408163266,11.0,22.272727272727273,8.550288768019996,5.714285714285714,0.0,0.0,0.8163265306122449,0.0,0.0,0.40816326530612246,0.40816326530612246,0.0,4.489795918367347,1.6326530612244898,0.0,1.6326530612244898,0.40816326530612246,0.0,0.40816326530612246,0.0,0.0,0.40816326530612246,4.081632653061225,2.0408163265306123,0.40816326530612246,0.40816326530612246,1.2244897959183674,0.40816326530612246,0.40816326530612246,0.40816326530612246,0.0,0.0,0.0,0.40816326530612246,0.0,0.0,0.0,0.40816326530612246,1.2244897959183674,0.40816326530612246,0.0,0.0,0.0,0.0,0.8163265306122449,0.0,0.0,0.0,0.8163265306122449,0.40816326530612246,0.40816326530612246,0.0,0.40816326530612246,0.0,0.0,0.0,0.8163265306122449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
